sample,box,status,note,box_start_new_york,box_end_new_york,box_range_pips,entry_rule,stop_mode,stop_pips,target_r,target_mode,trade_status,direction,signal_time_new_york,signal_minutes_after_box,entry_price,stop_price,target_price,risk_pips,reward_pips,reward_to_risk,outcome,exit_time_new_york,exit_price,gross_pips,net_pips,net_r_vs_box,net_risk_r,spread_pips_round_turn
51,3,accepted,user said fine,2024-02-07 19:30 EST,2024-02-07 20:25 EST,3.9,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,long,2024-02-07 21:00 EST,35.0,1.07814,1.07744,1.07834,7.0,2.0,0.286,target,2024-02-07 21:40 EST,1.07834,2.0,0.8,0.205,0.114,1.2
51,4,accepted,user said fine,2024-02-07 23:50 EST,2024-02-08 00:20 EST,4.4,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,no_signal,,,,,,,,,,,,,,,,,
52,1,accepted,good,2024-11-26 02:15 EST,2024-11-26 02:40 EST,12.4,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,short,2024-11-26 03:10 EST,30.0,1.04719,1.04789,1.04608,7.0,11.1,1.586,stop,2024-11-26 03:15 EST,1.04789,-7.0,-8.2,-0.661,-1.171,1.2
52,2,accepted,good,2024-11-26 05:20 EST,2024-11-26 06:15 EST,11.9,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,short,2024-11-26 06:20 EST,5.0,1.05054,1.05124,1.04971,7.0,8.3,1.186,stop,2024-11-26 06:30 EST,1.05124,-7.0,-8.2,-0.689,-1.171,1.2
52,4,accepted,good,2024-11-26 12:15 EST,2024-11-26 13:10 EST,10.3,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,short,2024-11-26 13:25 EST,15.0,1.0462,1.0469,1.0454,7.0,8.0,1.143,stop,2024-11-26 14:00 EST,1.0469,-7.0,-8.2,-0.796,-1.171,1.2
53,1,accepted,correct,2025-06-24 22:50 EST,2025-06-24 23:40 EST,5.7,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,short,2025-06-24 23:45 EST,5.0,1.16163,1.16233,1.1612,7.0,4.3,0.614,target,2025-06-24 23:55 EST,1.1612,4.3,3.1,0.544,0.443,1.2
53,2,accepted,correct,2025-06-25 00:15 EST,2025-06-25 01:10 EST,6.1,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,short,2025-06-25 01:20 EST,10.0,1.1611,1.1618,1.16058,7.0,5.2,0.743,stop,2025-06-25 01:40 EST,1.1618,-7.0,-8.2,-1.344,-1.171,1.2
53,4,accepted,correct,2025-06-25 07:40 EST,2025-06-25 08:20 EST,8.6,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,short,2025-06-25 08:25 EST,5.0,1.15957,1.16027,1.1588,7.0,7.7,1.1,stop,2025-06-25 09:20 EST,1.16027,-7.0,-8.2,-0.953,-1.171,1.2
54,1,accepted,all correct,2024-02-07 05:40 EST,2024-02-07 06:20 EST,8.5,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,long,2024-02-07 06:30 EST,10.0,1.07722,1.07652,1.07794,7.0,7.2,1.029,time_exit,2024-02-07 08:20 EST,1.0779,6.8,5.6,0.659,0.8,1.2
54,2,accepted,all correct,2024-02-07 06:40 EST,2024-02-07 07:35 EST,8.0,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,long,2024-02-07 08:00 EST,25.0,1.0776,1.0769,1.07821,7.0,6.1,0.871,target,2024-02-07 08:25 EST,1.07821,6.1,4.9,0.613,0.7,1.2
54,3,accepted,all correct,2024-02-07 12:10 EST,2024-02-07 12:55 EST,6.4,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,long,2024-02-07 13:05 EST,10.0,1.07689,1.07619,1.07721,7.0,3.2,0.457,target,2024-02-07 13:10 EST,1.07721,3.2,2.0,0.313,0.286,1.2
54,4,accepted,all correct,2024-02-07 14:00 EST,2024-02-07 14:55 EST,5.4,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,no_signal,,,,,,,,,,,,,,,,,
55,1,questionable,questionable confidence downgrade,2021-09-30 13:40 EST,2021-09-30 14:30 EST,9.0,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,long,2021-09-30 14:35 EST,5.0,1.15738,1.15668,1.1581,7.0,7.2,1.029,target,2021-09-30 14:55 EST,1.1581,7.2,6.0,0.667,0.857,1.2
55,2,accepted,correct,2021-09-30 17:20 EST,2021-09-30 18:15 EST,4.8,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,short,2021-09-30 19:10 EST,55.0,1.1578,1.1585,1.15743,7.0,3.7,0.529,target,2021-09-30 19:45 EST,1.15743,3.7,2.5,0.521,0.357,1.2
55,3,accepted,correct,2021-09-30 19:30 EST,2021-09-30 20:25 EST,7.6,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,short,2021-09-30 20:45 EST,20.0,1.15688,1.15758,1.15622,7.0,6.6,0.943,stop,2021-09-30 21:55 EST,1.15758,-7.0,-8.2,-1.079,-1.171,1.2
55,4,accepted,correct,2021-09-30 21:55 EST,2021-09-30 22:50 EST,7.6,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,no_signal,,,,,,,,,,,,,,,,,
56,1,accepted,correct,2022-08-28 23:15 EST,2022-08-29 00:10 EST,6.6,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,short,2022-08-29 00:30 EST,20.0,0.99184,0.99254,0.9915,7.0,3.4,0.486,target,2022-08-29 00:45 EST,0.9915,3.4,2.2,0.333,0.314,1.2
56,2,accepted,correct,2022-08-29 00:35 EST,2022-08-29 01:20 EST,6.3,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,long,2022-08-29 01:50 EST,30.0,0.99228,0.99158,0.99269,7.0,4.1,0.586,target,2022-08-29 02:05 EST,0.99269,4.1,2.9,0.46,0.414,1.2
56,3,accepted,missed marginal shelf around 0400,2022-08-29 03:35 EST,2022-08-29 04:05 EST,12.0,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,short,2022-08-29 04:10 EST,5.0,0.99276,0.99346,0.9923,7.0,4.6,0.657,target,2022-08-29 04:30 EST,0.9923,4.6,3.4,0.283,0.486,1.2
57,1,accepted,all correct,2021-12-27 00:35 EST,2021-12-27 01:30 EST,4.1,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,long,2021-12-27 01:35 EST,5.0,1.13186,1.13116,1.13215,7.0,2.9,0.414,target,2021-12-27 02:25 EST,1.13215,2.9,1.7,0.415,0.243,1.2
57,2,accepted,all correct,2021-12-27 01:50 EST,2021-12-27 02:20 EST,4.2,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,long,2021-12-27 02:25 EST,5.0,1.13224,1.13154,1.13248,7.0,2.4,0.343,target,2021-12-27 02:35 EST,1.13248,2.4,1.2,0.286,0.171,1.2
57,3,accepted,all correct,2021-12-27 04:10 EST,2021-12-27 04:50 EST,6.7,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,long,2021-12-27 05:05 EST,15.0,1.13166,1.13096,1.13183,7.0,1.7,0.243,target,2021-12-27 05:10 EST,1.13183,1.7,0.5,0.075,0.071,1.2
57,4,accepted,all correct,2021-12-27 08:10 EST,2021-12-27 09:00 EST,5.3,first_close_breakout,fixed_pips,7.0,1.0,box_extension_r,filled,long,2021-12-27 09:15 EST,15.0,1.13154,1.13084,1.13195,7.0,4.1,0.586,target,2021-12-27 09:20 EST,1.13195,4.1,2.9,0.547,0.414,1.2
